id_material,titulo,tipo,area,nivel,descricao,autor
9580,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9581,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9582,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9583,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9584,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9585,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9586,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9587,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9588,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9589,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9590,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9591,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9592,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9593,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9594,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9595,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9596,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9597,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9598,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9599,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9600,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9601,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9602,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9603,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9604,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9605,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9606,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9607,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9608,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9609,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9610,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9611,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9612,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9613,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9614,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9615,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9616,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9617,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9618,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9619,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9620,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9621,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9622,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9623,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9624,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9625,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9626,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9627,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9628,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9629,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9630,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9631,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9632,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9633,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9634,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9635,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9636,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9637,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9638,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9639,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9640,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9641,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9642,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9643,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9644,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9645,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9646,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9647,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9648,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9649,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9650,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9651,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9652,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9653,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9654,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9655,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9656,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9657,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9658,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9659,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9660,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9661,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9662,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9663,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9664,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9665,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9666,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9667,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9668,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9669,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9670,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9671,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9672,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9673,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9674,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9675,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9676,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9677,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9678,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9679,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9680,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9681,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9682,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9683,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9684,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9685,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9686,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9687,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9688,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9689,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9690,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9691,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9692,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9693,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9694,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9695,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9696,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9697,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9698,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9699,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9700,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9701,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9702,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9703,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9704,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9705,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9706,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9707,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9708,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9709,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9710,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9711,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9712,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9713,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9714,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9715,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9716,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9717,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9718,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9719,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9720,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9721,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9722,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9723,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9724,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9725,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9726,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9727,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9728,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9729,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9730,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9731,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9732,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9733,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9734,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9735,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9736,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9737,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
